source,relationship,target,source_paper_title
AI,improves,human performance,Artificial intelligence and its effect on the efficiency & sustainability of the banking sector in india
AI,optimizes,workflows,Artificial intelligence and its effect on the efficiency & sustainability of the banking sector in india
AI,automates,processes,Artificial intelligence and its effect on the efficiency & sustainability of the banking sector in india
AI,enhances,decision-making,Artificial intelligence and its effect on the efficiency & sustainability of the banking sector in india
AI,personalizes,customer experiences,Artificial intelligence and its effect on the efficiency & sustainability of the banking sector in india
AI,improves,product development,Artificial intelligence and its effect on the efficiency & sustainability of the banking sector in india
AI,optimizes,marketing strategies,Artificial intelligence and its effect on the efficiency & sustainability of the banking sector in india
AI,enhances,security,Artificial intelligence and its effect on the efficiency & sustainability of the banking sector in india
AI,scales,operations efficiently,Artificial intelligence and its effect on the efficiency & sustainability of the banking sector in india
AI,drives,innovation,Artificial intelligence and its effect on the efficiency & sustainability of the banking sector in india
employees,uses,AI,Use Open Source for Safer Generative AI Experiments
companies,worry,data sharing,Use Open Source for Safer Generative AI Experiments
employee,exposes,proprietary info,Use Open Source for Safer Generative AI Experiments
student,uses,AI persona,AI Persona–Supported Library Marketing and Communication Strategy: A Student-Led Content Workflow
librarian,oversees,AI persona,AI Persona–Supported Library Marketing and Communication Strategy: A Student-Led Content Workflow
AI persona,scaffolds,writing process,AI Persona–Supported Library Marketing and Communication Strategy: A Student-Led Content Workflow
student worker,collaborates,library director,AI Persona–Supported Library Marketing and Communication Strategy: A Student-Led Content Workflow
AI persona,preserves,writing standards,AI Persona–Supported Library Marketing and Communication Strategy: A Student-Led Content Workflow
RPA,automates,back-office workflows,Prediction-based Optimization of Service Capacity using the Robotic Process Automation technology
AI techniques,uses,seasonality prediction,Prediction-based Optimization of Service Capacity using the Robotic Process Automation technology
RPA technology,optimizes,staffing levels,Prediction-based Optimization of Service Capacity using the Robotic Process Automation technology
AI,augments,image generation,Leveraging Telegram Bots for Real-Time AI-Based Image Synthesis
Telegram,sends,prompts,Leveraging Telegram Bots for Real-Time AI-Based Image Synthesis
OpenAI GPT,refines,prompts,Leveraging Telegram Bots for Real-Time AI-Based Image Synthesis
Replicate,converts,images,Leveraging Telegram Bots for Real-Time AI-Based Image Synthesis
Pabbly,oversees,workflow,Leveraging Telegram Bots for Real-Time AI-Based Image Synthesis
system,checks,image relevance,Leveraging Telegram Bots for Real-Time AI-Based Image Synthesis
content creators,requires,AI tools,Social Media Content Generation: An AI-Based System for Automated Viral Short-Form Video Creation
digital marketers,requires,AI tools,Social Media Content Generation: An AI-Based System for Automated Viral Short-Form Video Creation
manual editing,replaces,AI system,Social Media Content Generation: An AI-Based System for Automated Viral Short-Form Video Creation
long-form videos,augments,viral video clips,Social Media Content Generation: An AI-Based System for Automated Viral Short-Form Video Creation
AI,augments,clinical decision-making,What every dentist needs to know about the use of artificial intelligence in dentistry
AI,assists,clinicians,What every dentist needs to know about the use of artificial intelligence in dentistry
AI,improves,workflow,What every dentist needs to know about the use of artificial intelligence in dentistry
AI,creates,individualized treatment plans,What every dentist needs to know about the use of artificial intelligence in dentistry
AI,increases,efficiency,What every dentist needs to know about the use of artificial intelligence in dentistry
AI,aids,scheduling,What every dentist needs to know about the use of artificial intelligence in dentistry
AI,tracks,patient records,What every dentist needs to know about the use of artificial intelligence in dentistry
AI,updates,patient data,What every dentist needs to know about the use of artificial intelligence in dentistry
AI,applied,dentistry,What every dentist needs to know about the use of artificial intelligence in dentistry
AI,uses,content monitoring solutions,Robust AI digital copyright protection scheme
Machine Learning,uses,content monitoring solutions,Robust AI digital copyright protection scheme
Artificial Intelligence,leverages,Machine Learning,Robust AI digital copyright protection scheme
system,searches,pirated content,Robust AI digital copyright protection scheme
XAI,augments,graphic designers,Visual Explanation for Advertising Creative Workflow
XAI system,provides,visual feedback,Visual Explanation for Advertising Creative Workflow
designers,complete,project,Visual Explanation for Advertising Creative Workflow
AI,augments,human practitioners,Artificial intelligence drives the digital transformation of pharma
AI,improves,drug discovery,Artificial intelligence drives the digital transformation of pharma
AI,replaces,manual processes,Artificial intelligence drives the digital transformation of pharma
pharma,requires,data science capabilities,Artificial intelligence drives the digital transformation of pharma
pharma,creates,new business models,Artificial intelligence drives the digital transformation of pharma
AI,analyses,health data,Artificial intelligence drives the digital transformation of pharma
digital marketers,leverage,AI-powered analytics tools,"The domestication of AI by Kenyan digital creators: This note documents the use of AI by digital creators in Kenya, using the lens of domestication theory"
coders,utilize,AI algorithms,"The domestication of AI by Kenyan digital creators: This note documents the use of AI by digital creators in Kenya, using the lens of domestication theory"
graphic designers,incorporate,AI tools,"The domestication of AI by Kenyan digital creators: This note documents the use of AI by digital creators in Kenya, using the lens of domestication theory"
ghostwriters,embrace,AI-based writing assistants,"The domestication of AI by Kenyan digital creators: This note documents the use of AI by digital creators in Kenya, using the lens of domestication theory"
professionals,concerned about,job security,"The domestication of AI by Kenyan digital creators: This note documents the use of AI by digital creators in Kenya, using the lens of domestication theory"
professionals,concerned about,ethical implications,"The domestication of AI by Kenyan digital creators: This note documents the use of AI by digital creators in Kenya, using the lens of domestication theory"
professionals,require,upskilling,"The domestication of AI by Kenyan digital creators: This note documents the use of AI by digital creators in Kenya, using the lens of domestication theory"
GenAI,augments,business processes,From Tokens to Tactics: Operationalizing Generative AI in Enterprise Workflows
GenAI,automates,customer support,From Tokens to Tactics: Operationalizing Generative AI in Enterprise Workflows
GenAI,improves,operations,From Tokens to Tactics: Operationalizing Generative AI in Enterprise Workflows
GenAI,requires,governance structures,From Tokens to Tactics: Operationalizing Generative AI in Enterprise Workflows
GenAI,integrates,data pipelines,From Tokens to Tactics: Operationalizing Generative AI in Enterprise Workflows
AI,requires,data,"Databases in Networked Information Systems - 7th International Workshop, DNIS 2011, Proceedings"
human,creates,database,"Databases in Networked Information Systems - 7th International Workshop, DNIS 2011, Proceedings"
system,analyses,behavior,"Databases in Networked Information Systems - 7th International Workshop, DNIS 2011, Proceedings"
AI,augments,marketing strategies,Intelligent Marketing in Insurance: Framework for Optimization and Competitive Advantage
machine learning,improves,operations,Intelligent Marketing in Insurance: Framework for Optimization and Competitive Advantage
predictive analytics,enhances,customer retention,Intelligent Marketing in Insurance: Framework for Optimization and Competitive Advantage
AI-Powered Insurance Marketing Optimization Framework (AIMOF),integrates,customer data analysis,Intelligent Marketing in Insurance: Framework for Optimization and Competitive Advantage
dynamic recommendations,automates,workflows,Intelligent Marketing in Insurance: Framework for Optimization and Competitive Advantage
AI implementation,improves,cost efficiency,Intelligent Marketing in Insurance: Framework for Optimization and Competitive Advantage
AI implementation,creates,competitive advantages,Intelligent Marketing in Insurance: Framework for Optimization and Competitive Advantage
AI,augments,marketing,Artificial intelligence ecosystems for marketing communications
algorithms,requires,customer data,Artificial intelligence ecosystems for marketing communications
digital environments,supports,information technology infrastructure,Artificial intelligence ecosystems for marketing communications
brands/advertisers,uses,AI,Artificial intelligence ecosystems for marketing communications
marketers,optimizes,touchpoints,Artificial intelligence ecosystems for marketing communications
data platforms,derives,insights,Artificial intelligence ecosystems for marketing communications
AI,augments,workflow,A Study of a Domain-Specific Approach in Business Using Big Data Analytics and Visualization
big data analytics,requires,systematic information,A Study of a Domain-Specific Approach in Business Using Big Data Analytics and Visualization
data science approach,based on,intuition-derived solutions,A Study of a Domain-Specific Approach in Business Using Big Data Analytics and Visualization
AI adoption,reduces,external peer pressure,A Study of a Domain-Specific Approach in Business Using Big Data Analytics and Visualization
problem identification,uses,AI-based techniques,A Study of a Domain-Specific Approach in Business Using Big Data Analytics and Visualization
management practices,improves with,big data and AI adoption,A Study of a Domain-Specific Approach in Business Using Big Data Analytics and Visualization
GenAI,augments,productivity,Technostress and generative AI in the workplace: a qualitative analysis of young professionals
GenAI,introduces,technostress,Technostress and generative AI in the workplace: a qualitative analysis of young professionals
young professionals,exposed,GenAI tools,Technostress and generative AI in the workplace: a qualitative analysis of young professionals
GenAI adoption,requires,AI literacy,Technostress and generative AI in the workplace: a qualitative analysis of young professionals
GenAI,shifts,monitoring and conceptual work,Technostress and generative AI in the workplace: a qualitative analysis of young professionals
participants,reports,techno-eustress,Technostress and generative AI in the workplace: a qualitative analysis of young professionals
AI chatbots,augments,service systems,"AI Chatbots as Informatics-Enabled Marketing Service Systems: Trust, Transparency, and Youth User Responses"
identity disclosure,improves,trust,"AI Chatbots as Informatics-Enabled Marketing Service Systems: Trust, Transparency, and Youth User Responses"
conversational tone,creates,perceived manipulation,"AI Chatbots as Informatics-Enabled Marketing Service Systems: Trust, Transparency, and Youth User Responses"
transparent AI disclosure,augments,trust,"AI Chatbots as Informatics-Enabled Marketing Service Systems: Trust, Transparency, and Youth User Responses"
empathetic personalization,reduces,perceived manipulation,"AI Chatbots as Informatics-Enabled Marketing Service Systems: Trust, Transparency, and Youth User Responses"
digital literacy,attenuates,negative influence of manipulation,"AI Chatbots as Informatics-Enabled Marketing Service Systems: Trust, Transparency, and Youth User Responses"
designers,collaborate,generative AI,Understanding Collaboration between Professional Designers and Decision-making AI: A Case Study in the Workplace
AI system,augments,creative workflow,Understanding Collaboration between Professional Designers and Decision-making AI: A Case Study in the Workplace
decision-making AI,supports,convergence process,Understanding Collaboration between Professional Designers and Decision-making AI: A Case Study in the Workplace
designers,rely on,AI system,Understanding Collaboration between Professional Designers and Decision-making AI: A Case Study in the Workplace
designers,trust,AI system,Understanding Collaboration between Professional Designers and Decision-making AI: A Case Study in the Workplace
B4B.app,leverages,ICP,Web3 Reputation and Escrow Infrastructure for Social Influencer Campaigns on ICP
B4B-ICP,aggregates,performance data,Web3 Reputation and Escrow Infrastructure for Social Influencer Campaigns on ICP
AI,drives,prediction,Web3 Reputation and Escrow Infrastructure for Social Influencer Campaigns on ICP
AI agents,reconfigures,value co-creation,Humanoid robotics and agentic AI: reframing management theories and future research directions
humanoid robots,influences,social agency theory,Humanoid robotics and agentic AI: reframing management theories and future research directions
AI agents,enables,behavior simulation,Humanoid robotics and agentic AI: reframing management theories and future research directions
AI agents,prompt,rethinking of social learning theory,Humanoid robotics and agentic AI: reframing management theories and future research directions
humanoid robots,challenge,team role theory,Humanoid robotics and agentic AI: reframing management theories and future research directions
AI agents,acts as,autonomous co-creators of value,Humanoid robotics and agentic AI: reframing management theories and future research directions
humanoid robots,introduces,machine-oriented roles,Humanoid robotics and agentic AI: reframing management theories and future research directions
AI agents,enable,dynamic feedback loops,Humanoid robotics and agentic AI: reframing management theories and future research directions
these technologies,drive,"new opportunities for throughput, agility, and process optimization",Humanoid robotics and agentic AI: reframing management theories and future research directions
AI,enhances,customer experience,The Role of Artificial Intelligence Applications in Business
digital technologies,enables,data collection,The Role of Artificial Intelligence Applications in Business
big data analytics,provides,valuable insights,The Role of Artificial Intelligence Applications in Business
businesses,makes informed decisions,with data analysis,The Role of Artificial Intelligence Applications in Business
automation,reduces,manual efforts and errors,The Role of Artificial Intelligence Applications in Business
project management software,optimises,workflows,The Role of Artificial Intelligence Applications in Business
CRM systems,optimises,workflows,The Role of Artificial Intelligence Applications in Business
ERP solutions,optimises,workflows,The Role of Artificial Intelligence Applications in Business
digital marketing channels,allows businesses to reach target audience more effectively and at a lower cost compared to traditional methods,,The Role of Artificial Intelligence Applications in Business
data analysis,further enhances,customer engagement,The Role of Artificial Intelligence Applications in Business
brands,requires,AI,Lexical Analysis of Brand Campaigns: Unveiling Consumer Sentiment Insights Through Natural Language Processing
marketing workflows,integrates,AI-driven analysis,Lexical Analysis of Brand Campaigns: Unveiling Consumer Sentiment Insights Through Natural Language Processing
companies,can better align,consumer expectations,Lexical Analysis of Brand Campaigns: Unveiling Consumer Sentiment Insights Through Natural Language Processing
AI,enhances,data processing,"AI in sales: Environmental, behavioral, and technological drivers of adoption in an emerging market"
AI,enables,personalized customer interactions,"AI in sales: Environmental, behavioral, and technological drivers of adoption in an emerging market"
AI,optimizes,workflows,"AI in sales: Environmental, behavioral, and technological drivers of adoption in an emerging market"
AI,improves,lead qualification,"AI in sales: Environmental, behavioral, and technological drivers of adoption in an emerging market"
AI,improves,sales engagement,"AI in sales: Environmental, behavioral, and technological drivers of adoption in an emerging market"
AI,requires,human and organizational factors,"AI in sales: Environmental, behavioral, and technological drivers of adoption in an emerging market"
managers,aligns,technical capabilities,"AI in sales: Environmental, behavioral, and technological drivers of adoption in an emerging market"
